old_path,new_path,status
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233148238.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202331482.38.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233148241.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202331482.41.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233148243.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202331482.43.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233148244.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202331482.44.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233239926.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202332399.26.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233239918.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202332399.18.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233239922.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202332399.22.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233239919.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202332399.19.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233539626.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202335396.26.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233539625.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202335396.25.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233539644.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202335396.44.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233899834.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202338998.34.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233899835.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202338998.35.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233899860.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202338998.60.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233901317.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202339013.17.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233901324.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202339013.24.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20235570910.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202355709.10.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237263742.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202372637.42.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237263743.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202372637.43.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237881510.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202378815.10.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237881710.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202378817.10.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237973026.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202379730.26.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237881711.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202378817.11.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237973035.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202379730.35.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237973043.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202379730.43.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237973041.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202379730.41.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/SL4/20231336.6.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/SL4/202313366.60.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20232954434.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202329544.34.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20232954441.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202329544.41.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233014536.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202330145.36.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233014535.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202330145.35.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233082241.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202330822.41.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233014538.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202330145.38.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233082238.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202330822.38.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233082247.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202330822.47.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233082246.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202330822.46.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233082267.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202330822.67.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233082249.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202330822.49.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233148227.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202331482.27.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233148240.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202331482.40.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233148238.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202331482.38.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233148241.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202331482.41.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233148243.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202331482.43.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233148244.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202331482.44.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233239922.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202332399.22.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233239926.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202332399.26.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233239918.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202332399.18.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233239919.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202332399.19.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233539625.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202335396.25.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233539626.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202335396.26.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233539644.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202335396.44.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233899835.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202338998.35.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233899834.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202338998.34.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233899860.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202338998.60.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233901317.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202339013.17.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233901324.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202339013.24.kfb,RENAMED
